taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary
Caustis flexuosa,TRUE,NA,NA,NA,1--5,2,NA
Caustis pentandra,TRUE,TRUE,NA,NA,1--5,2,NA
Caustis recurvata,TRUE,NA,NA,NA,NA,NA,NA
Caustis recurvata var. recurvata,TRUE,NA,NA,NA,NA,NA,NA
Caustis sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Cayratia acris,TRUE,NA,NA,NA,NA,NA,NA
Cayratia clematidea,TRUE,FALSE,NA,1,5--20,1,0.9883720930232583
Cayratia eurynema,FALSE,FALSE,NA,NA,NA,NA,NA
Cayratia maritima,TRUE,NA,NA,NA,NA,NA,NA
Cayratia saponaria,TRUE,NA,NA,NA,NA,NA,NA
Cayratia sp. [Schmidt_2003],TRUE,NA,NA,NA,NA,NA,NA
Celastrus australis,TRUE,NA,NA,NA,5--20,NA,NA
Celastrus sp. [Clarke_2015],FALSE,FALSE,NA,NA,NA,NA,NA
Celastrus sp. [White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Celastrus subspicatus,TRUE,FALSE,NA,NA,5--10,NA,NA
Celmisia asteliifolia,TRUE,NA,NA,NA,1--5,NA,NA
Celmisia costiniana,TRUE,NA,NA,NA,1--5,NA,NA
Celmisia latifolia,TRUE,FALSE,NA,NA,1--5,NA,NA
Celmisia longifolia,TRUE,NA,NA,NA,1--5,NA,NA
Celmisia pugioniformis,TRUE,NA,NA,1,1--5,1,NA
Celmisia sericophylla,TRUE,FALSE,NA,NA,1--5,NA,NA
Celmisia sp. Pulchella (M.Gray & C.Totterdell 7079),TRUE,NA,NA,NA,1--5,NA,NA
Celmisia sp. [Celmisia species A],TRUE,NA,NA,NA,1--5,NA,NA
Celmisia sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Celmisia tomentella,TRUE,TRUE,NA,NA,1--5,NA,NA
Celosia argentea,TRUE,NA,NA,NA,NA,NA,NA
Celtis australis,TRUE,NA,NA,NA,NA,NA,NA
Celtis paniculata,TRUE,NA,NA,NA,10--,NA,NA
Celtis philippensis,TRUE,FALSE,NA,NA,10--,NA,NA
Cenarrhenes nitida,TRUE,FALSE,NA,NA,NA,NA,NA
Cenchrus caliculatus,TRUE,NA,NA,NA,0--1,NA,NA
Cenchrus ciliaris,TRUE,TRUE,NA,NA,NA,NA,NA
Cenchrus clandestinus,TRUE,NA,NA,NA,NA,NA,NA
Cenchrus echinatus,FALSE,TRUE,NA,NA,NA,NA,NA
Cenchrus longisetus,TRUE,NA,NA,NA,NA,NA,NA
Cenchrus macrourus,TRUE,NA,NA,NA,NA,NA,0.9689922480620167
Cenchrus pedicellatus,FALSE,NA,NA,NA,NA,NA,NA
Cenchrus purpureus,TRUE,NA,NA,NA,NA,NA,NA
Cenchrus setaceus,TRUE,NA,NA,NA,NA,NA,NA
Cenchrus setiger,TRUE,NA,NA,NA,NA,NA,NA
Centaurea calcitrapa,FALSE,NA,NA,NA,NA,NA,NA
Centaurea melitensis,FALSE,TRUE,NA,NA,NA,NA,NA
Centaurium erythraea,TRUE,TRUE,2,NA,NA,NA,NA
Centaurium tenuiflorum,FALSE,TRUE,NA,NA,NA,0.8333333,NA
Centella asiatica,TRUE,NA,NA,NA,1--5,NA,0.19379844961240333
Centella cordifolia,TRUE,NA,NA,NA,1--5,NA,NA
Centella sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Centipeda crateriformis,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda crateriformis subsp. compacta,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda crateriformis subsp. crateriformis,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda cunninghamii,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda elatinoides,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda minima,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda minima subsp. minima,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda nidiformis,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda pleiocephala,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda racemosa,FALSE,NA,NA,NA,0--1,NA,NA
Centipeda sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Centipeda thespidioides,FALSE,NA,NA,NA,0--1,NA,NA
Centotheca lappacea,TRUE,NA,NA,NA,NA,NA,NA
Centrolepis alepyroides,FALSE,NA,NA,NA,NA,NA,NA
Centrolepis aristata,FALSE,TRUE,NA,NA,0--1,NA,NA
Centrolepis cephaloformis subsp. cephaloformis,FALSE,NA,NA,NA,0--1,NA,NA
Centrolepis drummondiana,FALSE,NA,NA,NA,NA,NA,NA
Centrolepis eremica,FALSE,NA,NA,NA,0--1,NA,NA
Centrolepis exserta,FALSE,NA,NA,NA,NA,NA,NA
Centrolepis fascicularis,FALSE,TRUE,NA,NA,0--1,1,NA
Centrolepis glabra,FALSE,NA,NA,NA,0--1,NA,NA
Centrolepis pilosa,FALSE,NA,NA,NA,NA,NA,NA
Centrolepis polygyna,FALSE,NA,NA,NA,0--1,NA,NA
Centrolepis sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Centrolepis strigosa,FALSE,TRUE,NA,NA,0--1,NA,0.6976744186046507
Centrolepis strigosa subsp. strigosa,TRUE,FALSE,NA,NA,0--1,NA,NA
Centrosema molle,TRUE,NA,NA,NA,NA,NA,NA
Cephalaralia cephalobotrys,TRUE,FALSE,NA,NA,NA,NA,NA
Cephalomanes sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Cephalotus follicularis,TRUE,NA,NA,NA,NA,NA,NA
Cerastium balearicum,FALSE,NA,NA,NA,NA,NA,NA
Cerastium fontanum,NA,TRUE,NA,NA,NA,NA,NA
Cerastium glomeratum,FALSE,TRUE,NA,NA,NA,0.442307692307692,NA
Cerastium semidecandrum,FALSE,TRUE,NA,NA,NA,1,NA
Cerastium vulgare,FALSE,NA,NA,NA,NA,1,NA
Ceratogyne obionoides,FALSE,TRUE,NA,NA,0--1,NA,NA
Ceratogyne sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Ceratopetalum apetalum,TRUE,FALSE,NA,NA,5--20,NA,NA
Ceratopetalum gummiferum,TRUE,FALSE,NA,NA,5--20,1,0.9689922480620167
Ceratophyllum demersum,NA,NA,NA,NA,0--1,NA,NA
Ceratophyllum sp. [White_2020],NA,NA,NA,NA,0--1,NA,NA
Cerbera manghas,TRUE,NA,NA,NA,4--5,NA,NA
Cestrum parqui,TRUE,NA,NA,1,NA,1,0.7945736434108525
Chaetanthus,FALSE,TRUE,NA,NA,NA,NA,NA
Chaetanthus aristatus,TRUE,TRUE,NA,NA,NA,NA,NA
Chaetanthus leptocarpoides,FALSE,TRUE,NA,NA,NA,NA,NA
Chaetanthus tenellus,TRUE,TRUE,NA,NA,NA,NA,NA
Chamaecrista absus var. absus,FALSE,NA,NA,NA,1,NA,NA
Chamaecrista mimosoides,FALSE,FALSE,NA,NA,1,NA,NA
Chamaecrista nomame,FALSE,NA,NA,NA,NA,NA,NA
Chamaecytisus palmensis,FALSE,TRUE,NA,NA,NA,NA,NA
Chamaescilla corymbosa,TRUE,NA,NA,NA,NA,NA,NA
Chamaescilla corymbosa var. corymbosa,TRUE,NA,NA,NA,1--5,NA,NA
Chamaescilla sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Chamaescilla spiralis,TRUE,NA,NA,NA,NA,NA,NA
Chamaescilla versicolor,TRUE,NA,NA,NA,NA,NA,NA
Chamaexeros fimbriata,TRUE,NA,NA,NA,NA,NA,NA
Chamaexeros serra,TRUE,NA,NA,NA,NA,NA,NA
Chamelaucium ciliatum,NA,TRUE,NA,NA,NA,NA,NA
Chamelaucium megalopetalum,FALSE,TRUE,NA,NA,NA,NA,NA
Chamelaucium sp. Merredin (G.J.Keighery & N.Gibson 6320),FALSE,TRUE,NA,NA,NA,NA,NA
Chamelaucium uncinatum,TRUE,TRUE,NA,NA,NA,NA,NA
Chasmanthe floribunda,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes austrotenuifolia,TRUE,FALSE,NA,NA,1--5,NA,NA
Cheilanthes brownii,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes caudata,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes distans,TRUE,NA,NA,NA,1--5,NA,NA
Cheilanthes fragillima,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes lasiophylla,TRUE,NA,NA,NA,1--5,NA,NA
Cheilanthes nitida,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes praetermissa,TRUE,NA,NA,NA,NA,NA,NA
Cheilanthes sieberi,TRUE,NA,NA,NA,NA,NA,0.4457364341085275
Cheilanthes sieberi subsp. pseudovellea,TRUE,NA,NA,NA,1--5,NA,NA
Cheilanthes sieberi subsp. sieberi,TRUE,NA,NA,NA,1--5,NA,NA
Cheilanthes sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Cheilanthes tenuifolia,TRUE,NA,NA,NA,1--5,NA,NA
Cheiranthera alternifolia,NA,NA,NA,NA,1--5,NA,NA
Cheiranthera borealis,NA,NA,NA,NA,1--5,NA,NA
Cheiranthera linearis,TRUE,FALSE,NA,NA,1--5,NA,NA
Cheiranthera sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Cheiranthera volubilis,NA,TRUE,NA,NA,NA,NA,NA
Chenopodiaceae sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium album,FALSE,NA,NA,NA,NA,0.3875969,NA
Chenopodium auricomiforme,FALSE,NA,NA,NA,0--1,NA,NA
Chenopodium auricomum,TRUE,FALSE,NA,NA,2--3,NA,NA
Chenopodium curvispicatum,FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium desertorum,FALSE,TRUE,NA,NA,1--5,1,NA
Chenopodium desertorum subsp. anidiophyllum,TRUE,FALSE,NA,NA,1--5,NA,NA
Chenopodium desertorum subsp. desertorum,FALSE,TRUE,NA,NA,1--5,NA,NA
Chenopodium desertorum subsp. microphyllum,FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium desertorum subsp. rectum,FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium desertorum subsp. virosum,FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium erosum,FALSE,TRUE,NA,NA,0--1,NA,NA
Chenopodium gaudichaudianum,FALSE,NA,NA,NA,1--5,NA,NA
Chenopodium glaucum,FALSE,NA,NA,NA,0--1,NA,NA
Chenopodium nitrariaceum,TRUE,FALSE,NA,NA,2--3,NA,NA
Chenopodium sp. [Clarke_2015],FALSE,FALSE,NA,NA,NA,NA,NA
Chiloglottis X pescottiana,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis cornuta,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis gunnii,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis jeanesii,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis pluricallata,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis reflexa,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis seminuda,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis sp. [Kubiak_2009],TRUE,NA,NA,NA,NA,NA,0.19379844961240333
Chiloglottis sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis sphyrnoides,TRUE,NA,NA,NA,NA,NA,NA
Chiloglottis sylvestris,TRUE,NA,NA,NA,NA,NA,NA
Chiloglottis trapeziformis,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis trilabra,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis valida,TRUE,NA,NA,NA,1--5,NA,NA
Chiloglottis x pescottiana,TRUE,NA,NA,NA,1--5,NA,NA
Chiloschista phyllorhiza,FALSE,NA,NA,NA,NA,NA,NA
Chionachne cyathopoda,TRUE,NA,NA,NA,1--5,NA,NA
Chionanthus ramiflorus,TRUE,TRUE,NA,NA,5--10,NA,NA
Chionochloa frigida,NA,NA,NA,NA,1--5,NA,NA
Chionochloa sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Chisocheton longistipitatus,NA,NA,NA,NA,20--,NA,NA
Chloanthes parviflora,FALSE,FALSE,NA,NA,1--5,1,NA
Chloanthes stoechadis,TRUE,NA,NA,NA,NA,0.8139535,NA
Chloris divaricata,NA,NA,NA,NA,0--1,NA,NA
Chloris divaricata var. divaricata,NA,NA,NA,NA,0--1,NA,NA
Chloris gayana,TRUE,NA,NA,NA,NA,NA,0.2519379844961242
Chloris pectinata,FALSE,NA,NA,NA,0--1,NA,NA
Chloris truncata,TRUE,TRUE,NA,NA,0--1,1,NA
Chloris ventricosa,TRUE,NA,NA,NA,0--1,NA,NA
Chloris virgata,FALSE,NA,NA,NA,NA,NA,NA
Chlorophytum comosum,TRUE,NA,NA,1,NA,1,0.310077519379845
Chlorophytum laxum,TRUE,NA,NA,NA,NA,NA,NA
Chondrilla juncea,TRUE,TRUE,NA,2,NA,NA,NA
Chordifex abortivus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex amblycoleus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex capillaceus,FALSE,NA,NA,NA,NA,NA,NA
Chordifex chaunocoleus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex crispatus,FALSE,NA,NA,NA,NA,NA,NA
Chordifex dimorphus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex fastigiatus,TRUE,TRUE,NA,NA,NA,NA,NA
Chordifex gracilior,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex hookeri,TRUE,NA,NA,NA,NA,NA,NA
Chordifex isomorphus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex jacksonii,FALSE,NA,NA,NA,NA,NA,NA
Chordifex laxus,TRUE,NA,NA,NA,NA,NA,NA
Chordifex leucoblepharus,TRUE,NA,NA,NA,NA,NA,NA
Chordifex microcodon,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex monocephalus,TRUE,NA,NA,NA,NA,NA,NA
Chordifex ornatus,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex reseminans,FALSE,TRUE,NA,NA,NA,NA,NA
Chordifex sinuosus,TRUE,NA,NA,NA,NA,NA,NA
Chordifex sphacelatus,TRUE,NA,NA,NA,NA,NA,NA
Chordifex stenandrus,FALSE,TRUE,NA,NA,NA,NA,NA
Choretrum candollei,TRUE,FALSE,NA,4,5--20,NA,NA
Choretrum chrysanthum,TRUE,NA,NA,NA,5--20,NA,NA
Choretrum glomeratum,TRUE,NA,NA,NA,5--20,NA,NA
Choretrum lateriflorum,TRUE,NA,NA,NA,NA,NA,NA
Choretrum pauciflorum,TRUE,FALSE,NA,NA,5--20,NA,NA
Choretrum pritzelii,TRUE,NA,NA,NA,NA,NA,NA
Choretrum sp. [White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Choretrum spicatum,TRUE,NA,NA,NA,5--20,NA,NA
Choriceras tricorne,TRUE,NA,NA,NA,6--10,NA,NA
Chorilaena quercifolia,FALSE,NA,2.33333333333333,NA,NA,NA,NA
Chorizandra australis,TRUE,NA,NA,NA,1--5,NA,NA
Chorizandra cymbaria,TRUE,TRUE,NA,1,1--5,2,0.60077519379845
Chorizandra enodis,TRUE,NA,NA,NA,1--5,NA,NA
Chorizandra sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Chorizandra sphaerocephala,TRUE,NA,NA,1,1--5,2,0.329457364341085
Chorizema aciculare,TRUE,NA,NA,NA,NA,NA,NA
Chorizema aciculare subsp. aciculare,TRUE,TRUE,NA,NA,NA,NA,NA
Chorizema cordatum,TRUE,NA,NA,NA,NA,NA,NA
Chorizema dicksonii,TRUE,NA,NA,NA,NA,NA,NA
Chorizema diversifolium,FALSE,NA,2.5,NA,NA,NA,NA
Chorizema glycinifolium,NA,TRUE,NA,NA,NA,NA,NA
Chorizema ilicifolium,FALSE,TRUE,1.5,NA,NA,NA,NA
Chorizema parviflorum,TRUE,NA,NA,NA,NA,2,NA
Chorizema retrorsum,FALSE,NA,1.5,NA,NA,NA,NA
Chorizema rhombeum,FALSE,TRUE,1.75,NA,NA,NA,NA
Chorizema spathulatum,FALSE,NA,1,NA,NA,NA,NA
Christella dentata,TRUE,NA,NA,NA,1--5,NA,0.4457364341085275
Christella sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Chromolaena odorata,TRUE,NA,NA,NA,NA,NA,NA
Chrysanthemoides monilifera,TRUE,TRUE,NA,NA,NA,NA,NA
Chrysanthemoides monilifera subsp. monilifera,FALSE,TRUE,NA,NA,NA,1.705426,NA
Chrysanthemoides monilifera subsp. rotundata,TRUE,NA,NA,NA,NA,NA,NA
Chrysocephalum apiculatum,TRUE,TRUE,NA,NA,1,1,NA
Chrysocephalum apiculatum subsp. apiculatum,FALSE,NA,NA,NA,1--5,NA,NA
Chrysocephalum apiculatum subsp. congestum,TRUE,NA,NA,NA,1--5,NA,NA
Chrysocephalum apiculatum subsp. racemosum,FALSE,NA,NA,NA,1--5,NA,NA
Chrysocephalum apiculatum subsp. ramosissimum,FALSE,NA,NA,NA,1--5,NA,NA
Chrysocephalum apiculatum subsp. semiamplexicaule,FALSE,NA,NA,NA,1--5,NA,NA
Chrysocephalum baxteri,TRUE,NA,NA,NA,1--5,2,NA
Chrysocephalum eremaeum,TRUE,NA,NA,NA,1,NA,NA
Chrysocephalum pterochaetum,TRUE,NA,NA,NA,1,NA,NA
Chrysocephalum semipapposum,TRUE,TRUE,NA,0.5,1--5,1,NA
Chrysocephalum semipapposum subsp. asperum,TRUE,NA,NA,NA,NA,NA,NA
Chrysocephalum semipapposum subsp. brevifolium,TRUE,NA,NA,NA,1--5,NA,NA
Chrysocephalum semipapposum subsp. lineare,TRUE,NA,NA,NA,1--5,NA,NA
Chrysocephalum semipapposum subsp. semipapposum,TRUE,NA,NA,NA,NA,NA,NA
Chrysocephalum sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Chrysocephalum vitellinum,FALSE,NA,NA,NA,0--1,NA,NA
Chrysopogon,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon benthamianus,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon elongatus,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon fallax,TRUE,NA,NA,NA,1--5,NA,NA
Chrysopogon filipes,NA,NA,NA,NA,1--5,NA,NA
Chrysopogon latifolius,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon oliganthus,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon pallidus,TRUE,NA,NA,NA,NA,NA,NA
Chrysopogon setifolius,TRUE,NA,NA,NA,NA,NA,NA
Chthonocephalus pseudevax,FALSE,NA,NA,NA,0--1,NA,NA
Chthonocephalus sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Cicendia filiformis,NA,TRUE,NA,NA,NA,NA,NA
Cicendia quadrangularis,FALSE,TRUE,NA,NA,NA,NA,NA
Cinnamomum camphora,TRUE,NA,NA,NA,NA,NA,1.8217054263565917
Cinnamomum laubatii,NA,NA,NA,NA,10--20,NA,NA
Cinnamomum oliveri,TRUE,FALSE,NA,NA,NA,NA,NA
Cirsium vulgare,TRUE,TRUE,1,NA,NA,1,NA
Cissus adnata,TRUE,NA,NA,NA,NA,NA,NA
Cissus antarctica,TRUE,FALSE,NA,NA,5--20,NA,NA
Cissus hastata,TRUE,NA,NA,NA,NA,NA,NA
Cissus hypoglauca,TRUE,FALSE,NA,NA,5--20,1,NA
Cissus oblonga,TRUE,FALSE,NA,NA,5--20,NA,NA
Cissus penninervis,TRUE,NA,NA,NA,NA,NA,NA
Cissus reniformis,TRUE,NA,NA,NA,NA,NA,NA
Cissus sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Cissus vinosa,NA,NA,NA,NA,10--20,NA,NA
Citronella moorei,TRUE,FALSE,NA,NA,10--20,NA,NA
Citronella smythii,NA,NA,NA,NA,10--20,NA,NA
Citrullus amarus,FALSE,NA,NA,NA,NA,NA,NA
Citrullus colocynthis,TRUE,NA,NA,NA,NA,NA,NA
Citrus glauca,TRUE,NA,NA,NA,5--20,NA,NA
Citrus gracilis,TRUE,FALSE,NA,NA,10--,NA,NA
Cladium procerum,TRUE,NA,NA,NA,5--20,NA,NA
Cladium sp. [White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Claoxylon australe,TRUE,FALSE,NA,NA,5--20,NA,NA
Claoxylon hillii,TRUE,NA,NA,NA,NA,NA,NA
Claoxylon sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Claoxylon tenerifolium,TRUE,NA,NA,NA,NA,NA,NA
Clausena excavata var. excavata,TRUE,NA,NA,NA,NA,NA,NA
Cleistochloa rigida,NA,NA,NA,NA,1--5,NA,NA
Clematicissus angustissima,TRUE,NA,NA,NA,NA,NA,NA
Clematicissus opaca,TRUE,FALSE,NA,NA,NA,NA,NA
Clematis,TRUE,FALSE,NA,NA,NA,NA,NA
Clematis aristata,TRUE,FALSE,NA,NA,1--5,1,0.7364341085271316
Clematis decipiens,TRUE,NA,NA,NA,1--5,NA,NA
Clematis fawcettii,FALSE,NA,NA,NA,NA,2,NA
Clematis gentianoides,TRUE,NA,NA,NA,NA,NA,NA
Clematis glycinoides,TRUE,FALSE,NA,NA,1--5,3,NA
Clematis leptophylla,TRUE,FALSE,NA,NA,1--5,NA,NA
Clematis microphylla,TRUE,FALSE,NA,NA,1--5,NA,NA
Clematis pickeringii,TRUE,NA,NA,NA,1--5,NA,NA
Clematis pubescens,TRUE,NA,NA,NA,NA,NA,NA
Clematis sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Cleome aculeata,FALSE,NA,NA,NA,NA,NA,NA
Clerodendrum costatum,TRUE,NA,NA,NA,2--3,NA,NA
Clerodendrum floribundum,TRUE,TRUE,NA,NA,2--3,NA,NA
Clerodendrum floribundum var. angustifolium,TRUE,NA,NA,NA,NA,NA,NA
Clerodendrum floribundum var. attenuatum,TRUE,NA,NA,NA,2--3,NA,NA
Clerodendrum floribundum var. coriaceum,TRUE,NA,NA,NA,2--3,NA,NA
Clerodendrum floribundum var. floribundum,TRUE,NA,NA,NA,NA,NA,NA
Clerodendrum floribundum var. ovatum,TRUE,FALSE,NA,NA,2--3,NA,NA
Clerodendrum inerme,TRUE,NA,NA,NA,4--5,NA,NA
Clerodendrum sp. [Chlerode; Schmidt_2003],TRUE,NA,NA,NA,NA,NA,NA
Clerodendrum tatei,TRUE,NA,NA,NA,NA,NA,NA
Clerodendrum tomentosum,TRUE,FALSE,NA,NA,NA,NA,2.7713178294573666
Clerodendrum tomentosum var. tomentosum,TRUE,NA,NA,NA,2--3,NA,NA
Clerodendrum tracyanum,TRUE,NA,NA,NA,NA,NA,NA
Clivia miniata,TRUE,NA,NA,NA,NA,NA,NA
Cnesmocarpon dasyantha,NA,NA,NA,NA,10--20,NA,NA
Cochlospermum arafuricum,TRUE,NA,NA,NA,6--10,NA,NA
Cochlospermum fraseri,TRUE,TRUE,NA,NA,6--10,NA,NA
Cochlospermum fraseri subsp. fraseri,TRUE,NA,NA,NA,6--10,NA,NA
Cochlospermum fraseri subsp. heteronemum,TRUE,NA,NA,NA,6--10,NA,NA
Cochlospermum gillivraei,TRUE,NA,NA,NA,6--10,NA,NA
Cochlospermum gregorii,TRUE,NA,NA,NA,6--10,NA,NA
Codonocarpus attenuatus,FALSE,NA,NA,NA,NA,NA,NA
Codonocarpus cotinifolius,TRUE,TRUE,NA,NA,6--10,NA,NA
Codonocarpus pyramidalis,FALSE,TRUE,NA,NA,1--5,NA,NA
Codonocarpus sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Coelospermum reticulatum,TRUE,FALSE,NA,NA,6--10,NA,NA
Coleocarya,TRUE,NA,NA,NA,NA,NA,NA
Coleocarya gracilis,TRUE,NA,NA,NA,NA,NA,NA
Colobanthus affinis,FALSE,NA,NA,NA,1--5,NA,NA
Colobanthus apetalus,FALSE,NA,NA,NA,1--5,NA,NA
Colobanthus curtisiae,FALSE,NA,NA,NA,1--5,NA,NA
Colobanthus nivicola,FALSE,NA,NA,NA,1--5,NA,NA
Colobanthus pulvinatus,FALSE,NA,NA,NA,1--5,NA,NA
Colobanthus sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Colocasia esculenta,TRUE,NA,NA,NA,NA,NA,NA
Colubrina asiatica,TRUE,NA,NA,NA,2--3,NA,NA
Comesperma acerosum,TRUE,NA,NA,NA,NA,NA,NA
Comesperma aphyllum,TRUE,TRUE,NA,NA,2--3,NA,NA
Comesperma calymega,TRUE,TRUE,NA,NA,1--5,NA,NA
Comesperma ciliatum,TRUE,NA,NA,NA,NA,NA,NA
Comesperma confertum,TRUE,NA,1.83333333333333,NA,NA,NA,NA
Comesperma defoliatum,TRUE,TRUE,NA,1,1--5,1,NA
Comesperma drummondii,TRUE,NA,NA,NA,NA,NA,NA
Comesperma ericinum,TRUE,TRUE,NA,NA,1--5,1.686047,NA
Comesperma flavum,TRUE,NA,NA,NA,NA,NA,NA
Comesperma griffinii,TRUE,NA,NA,NA,NA,NA,NA
Comesperma integerrimum,TRUE,NA,NA,NA,1--5,NA,NA
Comesperma polygaloides,TRUE,NA,NA,NA,1--5,NA,NA
Comesperma retusum,TRUE,TRUE,NA,5,1--5,5,NA
Comesperma rhadinocarpum,TRUE,NA,NA,NA,NA,NA,NA
Comesperma scoparium,TRUE,TRUE,NA,NA,1--5,NA,NA
Comesperma secundum,TRUE,NA,NA,NA,2--3,NA,NA
Comesperma sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Comesperma sphaerocarpum,TRUE,NA,NA,NA,1--5,1,0.3
Comesperma spinosum,TRUE,TRUE,NA,NA,NA,NA,NA
Comesperma virgatum,TRUE,TRUE,NA,NA,NA,NA,NA
Comesperma viscidulum,FALSE,TRUE,NA,NA,4--5,NA,NA
Comesperma volubile,TRUE,FALSE,NA,NA,1--5,1,NA
Commelina cyanea,TRUE,NA,NA,NA,1--5,1,0.19379844961240333
Commelina diffusa,FALSE,NA,NA,NA,1--5,NA,NA
Commelina ensifolia,TRUE,NA,NA,NA,1--5,NA,NA
Commelina lanceolata,FALSE,NA,NA,NA,1--5,NA,NA
Commelina sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Commelina tricarinata,TRUE,NA,NA,NA,NA,NA,NA
Commersonia amystia,FALSE,TRUE,NA,NA,NA,3,NA
Commersonia bartramia,TRUE,TRUE,9,NA,NA,NA,NA
Commersonia borealis,TRUE,NA,NA,NA,NA,NA,NA
Commersonia breviseta,FALSE,TRUE,NA,NA,NA,4,NA
Commersonia corylifolia,FALSE,NA,2,NA,NA,NA,NA
Commersonia dasyphylla,FALSE,TRUE,NA,NA,5--20,0.7364341,NA
Commersonia hermanniifolia,FALSE,NA,NA,NA,NA,NA,NA
Commersonia magniflora,TRUE,TRUE,NA,NA,2--3,NA,NA
Commersonia prostrata,TRUE,TRUE,NA,NA,5--20,NA,NA
Commersonia salviifolia,NA,TRUE,NA,NA,NA,NA,NA
Commersonia sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Connarus conchocarpus subsp. conchocarpus,TRUE,NA,NA,NA,10--20,NA,NA
Conospermum acerosum,TRUE,NA,NA,NA,NA,NA,NA
Conospermum acerosum subsp. acerosum,TRUE,NA,NA,NA,NA,NA,NA
Conospermum boreale,TRUE,TRUE,NA,NA,NA,NA,NA
Conospermum boreale subsp. ascendens,TRUE,NA,NA,NA,NA,NA,NA
