aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Eucalyptus houseana,APC,https://id.biodiversity.org.au/node/apni/2912662,accepted,NA,https://id.biodiversity.org.au/node/apni/2912662,Eucalyptus houseana,W.Fitzg. ex Maiden,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231359
Eucalyptus howittiana,APC,https://id.biodiversity.org.au/node/apni/2894989,accepted,NA,https://id.biodiversity.org.au/node/apni/2894989,Eucalyptus howittiana,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231360
Eucalyptus incrassata,APC,https://id.biodiversity.org.au/node/apni/2887758,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2887758,Eucalyptus incrassata,Labill.,Species,accepted,Myrtaceae,Magnoliidae,"WA, SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51231696
Eucalyptus intertexta,APC,https://id.biodiversity.org.au/node/apni/2889460,accepted,NA,https://id.biodiversity.org.au/node/apni/2889460,Eucalyptus intertexta,R.T.Baker,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231700
Eucalyptus jacksonii,APC,https://id.biodiversity.org.au/node/apni/2890403,accepted,NA,https://id.biodiversity.org.au/node/apni/2890403,Eucalyptus jacksonii,Maiden,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231701
Eucalyptus jensenii,APC,https://id.biodiversity.org.au/node/apni/2898111,accepted,NA,https://id.biodiversity.org.au/node/apni/2898111,Eucalyptus jensenii,Maiden,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51231702
Eucalyptus jutsonii,APC,https://id.biodiversity.org.au/node/apni/2888402,accepted,NA,https://id.biodiversity.org.au/node/apni/2888402,Eucalyptus jutsonii,Maiden,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231704
Eucalyptus kitsoniana,APC,https://id.biodiversity.org.au/node/apni/2899806,accepted,NA,https://id.biodiversity.org.au/node/apni/2899806,Eucalyptus kitsoniana,Maiden,Species,accepted,Myrtaceae,Magnoliidae,Vic,https://id.biodiversity.org.au/tree/51354547/51354521
Eucalyptus largiflorens,APC,https://id.biodiversity.org.au/node/apni/2887153,accepted,NA,https://id.biodiversity.org.au/node/apni/2887153,Eucalyptus largiflorens,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51232001
Eucalyptus lehmannii,APC,https://id.biodiversity.org.au/node/apni/6753399,accepted,NA,https://id.biodiversity.org.au/node/apni/6753399,Eucalyptus lehmannii,(Schauer) Benth.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231723
Eucalyptus leptocalyx,APC,https://id.biodiversity.org.au/node/apni/2906914,accepted,NA,https://id.biodiversity.org.au/node/apni/2906914,Eucalyptus leptocalyx,Blakely,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231074
Eucalyptus leptophleba,APC,https://id.biodiversity.org.au/node/apni/2896045,accepted,NA,https://id.biodiversity.org.au/node/apni/2896045,Eucalyptus leptophleba,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231037
Eucalyptus leptopoda,APC,https://id.biodiversity.org.au/taxon/apni/51290406,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290406,Eucalyptus leptopoda,Benth.,Species,accepted,Myrtaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51231050
Eucalyptus lesouefii,APC,https://id.biodiversity.org.au/node/apni/2889607,accepted,NA,https://id.biodiversity.org.au/node/apni/2889607,Eucalyptus lesouefii,Maiden,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231369
Eucalyptus leucoxylon,APC,https://id.biodiversity.org.au/node/apni/2909698,accepted,NA,https://id.biodiversity.org.au/node/apni/2909698,Eucalyptus leucoxylon,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"SA, NSW, Vic (native and doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51231373
Eucalyptus longifolia,APC,https://id.biodiversity.org.au/node/apni/5288002,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/5288002,Eucalyptus longifolia,Link,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51231730
Eucalyptus loxophleba,APC,https://id.biodiversity.org.au/node/apni/2906879,accepted,NA,https://id.biodiversity.org.au/node/apni/2906879,Eucalyptus loxophleba,Benth.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231182
Eucalyptus luehmanniana,APC,https://id.biodiversity.org.au/node/apni/7641056,accepted,NA,https://id.biodiversity.org.au/node/apni/7641056,Eucalyptus luehmanniana,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51302921
Eucalyptus macarthurii,APC,https://id.biodiversity.org.au/node/apni/2903954,accepted,NA,https://id.biodiversity.org.au/node/apni/2903954,Eucalyptus macarthurii,H.Deane & Maiden,Species,accepted,Myrtaceae,Magnoliidae,"NSW, Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51231736
Eucalyptus macrandra,APC,https://id.biodiversity.org.au/node/apni/2903380,accepted,NA,https://id.biodiversity.org.au/node/apni/2903380,Eucalyptus macrandra,F.Muell. ex Benth.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51232147
Eucalyptus macrorhyncha,APC,https://id.biodiversity.org.au/taxon/apni/51290410,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290410,Eucalyptus macrorhyncha,F.Muell. ex Benth.,Species,accepted,Myrtaceae,Magnoliidae,"SA, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51303868
Eucalyptus major,APC,https://id.biodiversity.org.au/node/apni/2891580,accepted,NA,https://id.biodiversity.org.au/node/apni/2891580,Eucalyptus major,(Maiden) Blakely,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231024
Eucalyptus mannifera,APC,https://id.biodiversity.org.au/node/apni/2902524,accepted,NA,https://id.biodiversity.org.au/node/apni/2902524,Eucalyptus mannifera,Mudie,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51231739
Eucalyptus marginata,APC,https://id.biodiversity.org.au/taxon/apni/51302290,accepted,taxonomic synonym,https://id.biodiversity.org.au/taxon/apni/51302290,Eucalyptus marginata,Donn ex Sm.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51342344
Eucalyptus melanophloia,APC,https://id.biodiversity.org.au/node/apni/6337070,accepted,NA,https://id.biodiversity.org.au/node/apni/6337070,Eucalyptus melanophloia,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51232148
Eucalyptus melliodora,APC,https://id.biodiversity.org.au/node/apni/5294597,accepted,NA,https://id.biodiversity.org.au/node/apni/5294597,Eucalyptus melliodora,A.Cunn. ex Schauer,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51304192
Eucalyptus microcarpa,APC,https://id.biodiversity.org.au/node/apni/7646328,accepted,NA,https://id.biodiversity.org.au/node/apni/7646328,Eucalyptus microcarpa,(Maiden) Maiden,Species,accepted,Myrtaceae,Magnoliidae,"SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51232085
Eucalyptus microcorys,APC,https://id.biodiversity.org.au/node/apni/2895329,accepted,NA,https://id.biodiversity.org.au/node/apni/2895329,Eucalyptus microcorys,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231396
Eucalyptus microneura,APC,https://id.biodiversity.org.au/node/apni/2888584,accepted,NA,https://id.biodiversity.org.au/node/apni/2888584,Eucalyptus microneura,Maiden & Blakely,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231397
Eucalyptus microtheca,APC,https://id.biodiversity.org.au/node/apni/2920006,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2920006,Eucalyptus microtheca,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231752
Eucalyptus miniata,APC,https://id.biodiversity.org.au/node/apni/2889426,accepted,NA,https://id.biodiversity.org.au/node/apni/2889426,Eucalyptus miniata,A.Cunn. ex Schauer,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231006
Eucalyptus moluccana,APC,https://id.biodiversity.org.au/taxon/apni/51289954,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51289954,Eucalyptus moluccana,Roxb.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51289953
Eucalyptus muelleriana,APC,https://id.biodiversity.org.au/node/apni/2888508,accepted,NA,https://id.biodiversity.org.au/node/apni/2888508,Eucalyptus muelleriana,A.W.Howitt,Species,accepted,Myrtaceae,Magnoliidae,"NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51231762
Eucalyptus nitens,APC,https://id.biodiversity.org.au/node/apni/2899987,accepted,NA,https://id.biodiversity.org.au/node/apni/2899987,Eucalyptus nitens,(H.Deane & Maiden) Maiden,Species,accepted,Myrtaceae,Magnoliidae,"NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51252930
Eucalyptus nitida,APC,https://id.biodiversity.org.au/node/apni/2904726,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2904726,Eucalyptus nitida,Hook.f.,Species,accepted,Myrtaceae,Magnoliidae,Tas,https://id.biodiversity.org.au/tree/51354547/51232014
Eucalyptus normantonensis,APC,https://id.biodiversity.org.au/node/apni/2910611,accepted,NA,https://id.biodiversity.org.au/node/apni/2910611,Eucalyptus normantonensis,Maiden & Cambage,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231039
Eucalyptus obliqua,APC,https://id.biodiversity.org.au/node/apni/5308808,accepted,NA,https://id.biodiversity.org.au/node/apni/5308808,Eucalyptus obliqua,L'Hér.,Species,accepted,Myrtaceae,Magnoliidae,"SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51302317
Eucalyptus obtusiflora,APC,https://id.biodiversity.org.au/node/apni/2911368,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2911368,Eucalyptus obtusiflora,DC.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51346067
Eucalyptus occidentalis,APC,https://id.biodiversity.org.au/node/apni/2919304,accepted,NA,https://id.biodiversity.org.au/node/apni/2919304,Eucalyptus occidentalis,Endl.,Species,accepted,Myrtaceae,Magnoliidae,"WA, Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51231775
Eucalyptus ochrophloia,APC,https://id.biodiversity.org.au/node/apni/2891839,accepted,NA,https://id.biodiversity.org.au/node/apni/2891839,Eucalyptus ochrophloia,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231407
Eucalyptus odontocarpa,APC,https://id.biodiversity.org.au/node/apni/2917227,accepted,NA,https://id.biodiversity.org.au/node/apni/2917227,Eucalyptus odontocarpa,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231296
Eucalyptus odorata,APC,https://id.biodiversity.org.au/node/apni/7653456,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/7653456,Eucalyptus odorata,Behr,Species,accepted,Myrtaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51232087
Eucalyptus oleosa,APC,https://id.biodiversity.org.au/node/apni/2921021,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2921021,Eucalyptus oleosa,F.Muell. ex Miq.,Species,accepted,Myrtaceae,Magnoliidae,"WA, SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51231780
Eucalyptus oligantha,APC,https://id.biodiversity.org.au/node/apni/2888729,accepted,NA,https://id.biodiversity.org.au/node/apni/2888729,Eucalyptus oligantha,Schauer,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51231785
Eucalyptus orgadophila,APC,https://id.biodiversity.org.au/node/apni/2896753,accepted,NA,https://id.biodiversity.org.au/node/apni/2896753,Eucalyptus orgadophila,Maiden & Blakely,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231046
Eucalyptus ovata,APC,https://id.biodiversity.org.au/node/apni/2920020,accepted,NA,https://id.biodiversity.org.au/node/apni/2920020,Eucalyptus ovata,Labill.,Species,accepted,Myrtaceae,Magnoliidae,"SA, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51231792
Eucalyptus pachyphylla,APC,https://id.biodiversity.org.au/node/apni/2897516,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2897516,Eucalyptus pachyphylla,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231795
Eucalyptus panda,APC,https://id.biodiversity.org.au/taxon/apni/51289978,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51289978,Eucalyptus panda,S.T.Blake,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51289977
Eucalyptus paniculata,APC,https://id.biodiversity.org.au/node/apni/2894229,accepted,NA,https://id.biodiversity.org.au/node/apni/2894229,Eucalyptus paniculata,Sm.,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51231796
Eucalyptus pauciflora,APC,https://id.biodiversity.org.au/node/apni/2897845,accepted,NA,https://id.biodiversity.org.au/node/apni/2897845,Eucalyptus pauciflora,Sieber ex Spreng.,Species,accepted,Myrtaceae,Magnoliidae,"SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51231798
Eucalyptus phoenicea,APC,https://id.biodiversity.org.au/node/apni/2907332,accepted,NA,https://id.biodiversity.org.au/node/apni/2907332,Eucalyptus phoenicea,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51231308
Eucalyptus pilularis,APC,https://id.biodiversity.org.au/node/apni/2899127,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2899127,Eucalyptus pilularis,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231816
Eucalyptus piperita,APC,https://id.biodiversity.org.au/node/apni/5323820,accepted,NA,https://id.biodiversity.org.au/node/apni/5323820,Eucalyptus piperita,Sm.,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51231817
Eucalyptus planchoniana,APC,https://id.biodiversity.org.au/node/apni/2887537,accepted,NA,https://id.biodiversity.org.au/node/apni/2887537,Eucalyptus planchoniana,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231427
Eucalyptus platypus,APC,https://id.biodiversity.org.au/node/apni/7722602,accepted,NA,https://id.biodiversity.org.au/node/apni/7722602,Eucalyptus platypus,Hook.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51264232
Eucalyptus polyanthemos,APC,https://id.biodiversity.org.au/node/apni/2893132,accepted,NA,https://id.biodiversity.org.au/node/apni/2893132,Eucalyptus polyanthemos,Schauer,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51249994
Eucalyptus populnea,APC,https://id.biodiversity.org.au/node/apni/5325144,accepted,NA,https://id.biodiversity.org.au/node/apni/5325144,Eucalyptus populnea,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51344140
Eucalyptus porosa,APC,https://id.biodiversity.org.au/node/apni/2914912,accepted,NA,https://id.biodiversity.org.au/node/apni/2914912,Eucalyptus porosa,F.Muell. ex Miq.,Species,accepted,Myrtaceae,Magnoliidae,"SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51231832
Eucalyptus propinqua,APC,https://id.biodiversity.org.au/node/apni/2906254,accepted,NA,https://id.biodiversity.org.au/node/apni/2906254,Eucalyptus propinqua,H.Deane & Maiden,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231835
Eucalyptus pulchella,APC,https://id.biodiversity.org.au/node/apni/2916232,accepted,NA,https://id.biodiversity.org.au/node/apni/2916232,Eucalyptus pulchella,Desf.,Species,accepted,Myrtaceae,Magnoliidae,Tas,https://id.biodiversity.org.au/tree/51354547/51231021
Eucalyptus pulverulenta,APC,https://id.biodiversity.org.au/node/apni/2899443,accepted,misapplied | excluded,https://id.biodiversity.org.au/node/apni/2899443,Eucalyptus pulverulenta,Sims,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51307640
Eucalyptus punctata,APC,https://id.biodiversity.org.au/node/apni/2896580,accepted,NA,https://id.biodiversity.org.au/node/apni/2896580,Eucalyptus punctata,DC.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231838
Eucalyptus radiata,APC,https://id.biodiversity.org.au/taxon/apni/51290011,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290011,Eucalyptus radiata,Sieber ex DC.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51231845
Eucalyptus raveretiana,APC,https://id.biodiversity.org.au/node/apni/2896993,accepted,NA,https://id.biodiversity.org.au/node/apni/2896993,Eucalyptus raveretiana,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231849
Eucalyptus redunca,APC,https://id.biodiversity.org.au/node/apni/2893059,accepted,pro parte taxonomic synonym,https://id.biodiversity.org.au/node/apni/2893059,Eucalyptus redunca,Schauer,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231851
Eucalyptus regnans,APC,https://id.biodiversity.org.au/taxon/apni/51290024,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290024,Eucalyptus regnans,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51290023
Eucalyptus resinifera,APC,https://id.biodiversity.org.au/node/apni/2919306,accepted,NA,https://id.biodiversity.org.au/node/apni/2919306,Eucalyptus resinifera,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231987
Eucalyptus robusta,APC,https://id.biodiversity.org.au/node/apni/2904406,accepted,NA,https://id.biodiversity.org.au/node/apni/2904406,Eucalyptus robusta,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231858
Eucalyptus rodwayi,APC,https://id.biodiversity.org.au/node/apni/2913546,accepted,isonym,https://id.biodiversity.org.au/node/apni/2913546,Eucalyptus rodwayi,R.T.Baker & H.G.Sm.,Species,accepted,Myrtaceae,Magnoliidae,Tas,https://id.biodiversity.org.au/tree/51354547/51232024
Eucalyptus rossii,APC,https://id.biodiversity.org.au/node/apni/2900822,accepted,NA,https://id.biodiversity.org.au/node/apni/2900822,Eucalyptus rossii,R.T.Baker & H.G.Sm.,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT",https://id.biodiversity.org.au/tree/51354547/51231860
Eucalyptus roycei,APC,https://id.biodiversity.org.au/node/apni/2901158,accepted,NA,https://id.biodiversity.org.au/node/apni/2901158,Eucalyptus roycei,"S.G.M.Carr, D.J.Carr & A.S.George",Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231299
Eucalyptus rubida,APC,https://id.biodiversity.org.au/taxon/apni/51290032,accepted,misapplied,https://id.biodiversity.org.au/taxon/apni/51290032,Eucalyptus rubida,H.Deane & Maiden,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51290031
Eucalyptus rudis,APC,https://id.biodiversity.org.au/node/apni/2891670,accepted,NA,https://id.biodiversity.org.au/node/apni/2891670,Eucalyptus rudis,Endl.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231066
Eucalyptus saligna,APC,https://id.biodiversity.org.au/node/apni/2912252,accepted,NA,https://id.biodiversity.org.au/node/apni/2912252,Eucalyptus saligna,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), Qld, NSW, Vic (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51249995
Eucalyptus salmonophloia,APC,https://id.biodiversity.org.au/node/apni/2920410,accepted,NA,https://id.biodiversity.org.au/node/apni/2920410,Eucalyptus salmonophloia,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231450
Eucalyptus salubris,APC,https://id.biodiversity.org.au/node/apni/2894706,accepted,NA,https://id.biodiversity.org.au/node/apni/2894706,Eucalyptus salubris,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231864
Eucalyptus seeana,APC,https://id.biodiversity.org.au/node/apni/2892322,accepted,NA,https://id.biodiversity.org.au/node/apni/2892322,Eucalyptus seeana,Maiden,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231868
Eucalyptus siderophloia,APC,https://id.biodiversity.org.au/node/apni/2914381,accepted,NA,https://id.biodiversity.org.au/node/apni/2914381,Eucalyptus siderophloia,Benth.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51231871
Eucalyptus sideroxylon,APC,https://id.biodiversity.org.au/taxon/apni/51290049,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290049,Eucalyptus sideroxylon,A.Cunn. ex Woolls,Species,accepted,Myrtaceae,Magnoliidae,"SA (doubtfully naturalised), Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51290048
Eucalyptus sieberi,APC,https://id.biodiversity.org.au/node/apni/2917450,accepted,NA,https://id.biodiversity.org.au/node/apni/2917450,Eucalyptus sieberi,L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51306775
Eucalyptus similis,APC,https://id.biodiversity.org.au/node/apni/2890224,accepted,NA,https://id.biodiversity.org.au/node/apni/2890224,Eucalyptus similis,Maiden,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231306
Eucalyptus socialis,APC,https://id.biodiversity.org.au/node/apni/2914882,accepted,NA,https://id.biodiversity.org.au/node/apni/2914882,Eucalyptus socialis,F.Muell. ex Miq.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51231458
Eucalyptus sphaerocarpa,APC,https://id.biodiversity.org.au/node/apni/2919929,accepted,NA,https://id.biodiversity.org.au/node/apni/2919929,Eucalyptus sphaerocarpa,L.A.S.Johnson & Blaxell,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231015
Eucalyptus sporadica,APC,https://id.biodiversity.org.au/node/apni/2902638,accepted,NA,https://id.biodiversity.org.au/node/apni/2902638,Eucalyptus sporadica,Brooker & Hopper,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231902
Eucalyptus squamosa,APC,https://id.biodiversity.org.au/node/apni/2900640,accepted,NA,https://id.biodiversity.org.au/node/apni/2900640,Eucalyptus squamosa,H.Deane & Maiden,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51231035
Eucalyptus stellulata,APC,https://id.biodiversity.org.au/node/apni/2919961,accepted,NA,https://id.biodiversity.org.au/node/apni/2919961,Eucalyptus stellulata,Sieber ex DC.,Species,accepted,Myrtaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51231904
Eucalyptus striaticalyx,APC,https://id.biodiversity.org.au/node/apni/2901553,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2901553,Eucalyptus striaticalyx,W.Fitzg.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231275
Eucalyptus stricta,APC,https://id.biodiversity.org.au/node/apni/5340973,accepted,misapplied,https://id.biodiversity.org.au/node/apni/5340973,Eucalyptus stricta,Sieber ex Spreng.,Species,accepted,Myrtaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51232109
Eucalyptus tectifica,APC,https://id.biodiversity.org.au/taxon/apni/51300109,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300109,Eucalyptus tectifica,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51300108
Eucalyptus tenuipes,APC,https://id.biodiversity.org.au/node/apni/2889641,accepted,NA,https://id.biodiversity.org.au/node/apni/2889641,Eucalyptus tenuipes,(Maiden & Blakely) Blakely & C.T.White,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51231909
Eucalyptus tenuiramis,APC,https://id.biodiversity.org.au/node/apni/2894971,accepted,NA,https://id.biodiversity.org.au/node/apni/2894971,Eucalyptus tenuiramis,Miq.,Species,accepted,Myrtaceae,Magnoliidae,Tas,https://id.biodiversity.org.au/tree/51354547/51231022
Eucalyptus tereticornis,APC,https://id.biodiversity.org.au/taxon/apni/51290068,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51290068,Eucalyptus tereticornis,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51232096
Eucalyptus tetraptera,APC,https://id.biodiversity.org.au/node/apni/2901991,accepted,NA,https://id.biodiversity.org.au/node/apni/2901991,Eucalyptus tetraptera,Turcz.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51231079
