taxon_name,fire_intensity,fire_severity,fire_season,trait_name,value,aligned_name,source
Dodonaea viscosa,NA,NA,NA,fire_response,fire_killed,Dodonaea viscosa,APC list (accepted)
Dodonaea viscosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dodonaea viscosa,APC list (accepted)
Dracophyllum secundum,NA,NA,NA,fire_response,fire_killed,Dracophyllum secundum,APC list (accepted)
Dracophyllum secundum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Dracophyllum secundum,APC list (accepted)
Banksia arborea,NA,NA,NA,fire_response,unknown,Dryandra arborea,APC list (known names)
NA,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,NA,NA
Duboisia hopwoodii,NA,NA,NA,fire_response,resprouts,Duboisia hopwoodii,APC list (accepted)
Duboisia leichhardtii,NA,NA,NA,fire_response,resprouts,Duboisia leichhardtii,APC list (accepted)
Duboisia myoporoides,NA,NA,NA,fire_response,resprouts,Duboisia myoporoides,APC list (accepted)
Ecdeiocolea,NA,NA,NA,fire_response,resprouts,Ecdeiocolea,APNI names
Ecdeiocolea monostachya,NA,NA,NA,fire_response,resprouts,Ecdeiocolea monostachya,APC list (accepted)
Ecdeiocolea rigens,NA,NA,NA,fire_response,resprouts,Ecdeiocolea rigens,APC list (accepted)
Ecdeiocoleaceae,NA,NA,NA,fire_response,resprouts,Ecdeiocoleaceae,APNI names
Echinochloa crus-galli,NA,NA,NA,fire_response,fire_killed,Echinochloa crus-galli,APC list (accepted)
Echinochloa crus-galli,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Echinochloa crus-galli,APC list (accepted)
Echium plantagineum,NA,NA,NA,fire_response,fire_killed,Echium plantagineum,APC list (accepted)
Echium plantagineum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Echium plantagineum,APC list (accepted)
Ehrharta calycina,NA,NA,NA,fire_response,resprouts,Ehrharta calycina,APC list (accepted)
Ehrharta calycina,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ehrharta calycina,APC list (accepted)
Ehrharta erecta,NA,NA,NA,fire_response,resprouts,Ehrharta erecta,APC list (accepted)
Ehrharta erecta,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ehrharta erecta,APC list (accepted)
Ehrharta longiflora,NA,NA,NA,fire_response,fire_killed,Ehrharta longiflora,APC list (accepted)
Ehrharta longiflora,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ehrharta longiflora,APC list (accepted)
Ehrharta villosa,NA,NA,NA,fire_response,resprouts,Ehrharta villosa,APC list (accepted)
Empodisma,NA,NA,NA,fire_response,resprouts,Empodisma,APNI names
Empodisma gracillimum,NA,NA,NA,fire_response,resprouts,Empodisma gracillimum,APC list (accepted)
Empodisma minus,NA,NA,NA,fire_response,resprouts,Empodisma minus,APC list (accepted)
Epacris coriacea,NA,NA,NA,fire_response,fire_killed,Epacris coriacea,APC list (accepted)
Epacris longiflora,NA,NA,NA,fire_response,fire_killed,Epacris longiflora,APC list (accepted)
Epacris longiflora,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Epacris longiflora,APC list (accepted)
Epacris microphylla,NA,NA,NA,fire_response,fire_killed,Epacris microphylla,APC list (accepted)
Epacris microphylla,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Epacris microphylla,APC list (accepted)
Epacris microphylla,NA,NA,NA,reproductive_maturity,2,Epacris microphylla,APC list (accepted)
Epacris obtusifolia,NA,NA,NA,fire_response,fire_killed,Epacris obtusifolia,APC list (accepted)
Epacris obtusifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Epacris obtusifolia,APC list (accepted)
Epacris paludosa,NA,NA,NA,fire_response,resprouts,Epacris paludosa,APC list (accepted)
Epacris paludosa,NA,NA,NA,reproductive_maturity_secondary_after_fire,1,Epacris paludosa,APC list (accepted)
Epacris pulchella,moderate,NA,NA,reproductive_maturity_secondary_after_fire,2.7,Epacris pulchella,APC list (accepted)
Epacris pulchella,high,NA,NA,fire_response,fire_killed,Epacris pulchella,APC list (accepted)
Epacris rigida,NA,NA,NA,fire_response,resprouts,Epacris rigida,APC list (accepted)
Epacris sparsa,NA,NA,NA,fire_response,resprouts,Epacris sparsa,APC list (accepted)
Eragrostis curvula,NA,NA,NA,fire_response,resprouts,Eragrostis curvula,APC list (accepted)
Erica baccans,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Erica baccans,APC list (accepted)
Eucalyptus astringens,NA,NA,NA,fire_response,fire_killed,Eucalyptus astringens,APC list (accepted)
Eucalyptus astringens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus astringens,APC list (accepted)
Eucalyptus botryoides,NA,NA,NA,fire_response,resprouts,Eucalyptus botryoides,APC list (accepted)
Eucalyptus botryoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus botryoides,APC list (accepted)
Eucalyptus camaldulensis,NA,NA,NA,fire_response,fire_killed,Eucalyptus camaldulensis,APC list (accepted)
Eucalyptus camaldulensis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus camaldulensis,APC list (accepted)
Eucalyptus cladocalyx,NA,NA,NA,fire_response,resprouts,Eucalyptus cladocalyx,APC list (accepted)
Eucalyptus cladocalyx,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus cladocalyx,APC list (accepted)
Eucalyptus conferruminata,NA,NA,NA,fire_response,fire_killed,Eucalyptus conferruminata,APC list (accepted)
Eucalyptus conferruminata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus conferruminata,APC list (accepted)
Eucalyptus gardneri,NA,NA,NA,fire_response,fire_killed,Eucalyptus gardneri,APC list (accepted)
Eucalyptus gardneri,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus gardneri,APC list (accepted)
Eucalyptus globulus,NA,NA,NA,fire_response,resprouts,Eucalyptus globulus,APC list (accepted)
Eucalyptus globulus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus globulus,APC list (accepted)
Eucalyptus gracilis,moderate_to_high,NA,NA,fire_response,fire_killed,Eucalyptus gracilis,APC list (accepted)
Eucalyptus gracilis,moderate_to_high,NA,NA,post_fire_recruitment,post_fire_recruitment,Eucalyptus gracilis,APC list (accepted)
Eucalyptus gracilis,low,NA,NA,fire_response,resprouts,Eucalyptus gracilis,APC list (accepted)
Eucalyptus wandoo,NA,NA,NA,fire_response,resprouts,Eucalyptus wandoo,APC list (accepted)
Euphorbia paralias,NA,NA,NA,fire_response,resprouts,Euphorbia paralias,APC list (accepted)
Euphorbia terracina,NA,NA,NA,fire_response,fire_killed resprouts,Euphorbia terracina,APC list (accepted)
Euphorbia terracina,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Euphorbia terracina,APC list (accepted)
Eurychorda complanata,high,NA,NA,fire_response,fire_killed,Eurychorda complanata,APC list (accepted)
Eurychorda complanata,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Eurychorda complanata,APC list (accepted)
Eurychorda complanata,low,NA,NA,fire_response,resprouts,Eurychorda complanata,APC list (accepted)
Exocarpos sparteus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Exocarpos sparteus,APC list (accepted)
Ferraria crispa,NA,NA,NA,fire_response,resprouts,Ferraria crispa,APC list (accepted)
Ficus carica,NA,NA,NA,fire_response,resprouts,Ficus carica,APC list (accepted)
Foeniculum vulgare,NA,NA,NA,fire_response,resprouts,Foeniculum vulgare,APC list (accepted)
NA,NA,NA,NA,fire_response,resprouts,NA,NA
Genista monspessulana,NA,NA,NA,fire_response,resprouts,Genista monspessulana,APC list (accepted)
Genista monspessulana,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Genista monspessulana,APC list (accepted)
Georgeantha hexandra,NA,NA,NA,fire_response,resprouts,Georgeantha hexandra,APC list (accepted)
Gladiolus angustus,NA,NA,NA,fire_response,resprouts,Gladiolus angustus,APC list (accepted)
Gladiolus caryophyllaceus,NA,NA,NA,fire_response,resprouts,Gladiolus caryophyllaceus,APC list (accepted)
Gladiolus undulatus,NA,NA,NA,fire_response,fire_killed,Gladiolus undulatus,APC list (accepted)
Gladiolus undulatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gladiolus undulatus,APC list (accepted)
Gladiolus watsonius,NA,NA,NA,fire_response,resprouts,Gladiolus watsonius,APC list (accepted)
Glyceria maxima,NA,NA,NA,fire_response,resprouts,Glyceria maxima,APC list (accepted)
Gomphocarpus fruticosus,NA,NA,NA,fire_response,fire_killed,Gomphocarpus fruticosus,APC list (accepted)
Goodenia crenata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Goodenia crenata,APC list (accepted)
Goodenia sericostachya,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Goodenia sericostachya,APC list (accepted)
Goodenia stobbsiana,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Goodenia stobbsiana,APC list (accepted)
Goodia lotifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Goodia lotifolia,APC list (accepted)
Grevillea adenotricha,NA,NA,NA,fire_response,unknown,Grevillea adenotricha,APC list (accepted)
Grevillea agrifolia subsp. agrifolia,NA,NA,NA,fire_response,fire_killed,Grevillea agrifolia subsp. agrifolia,APC list (accepted)
Grevillea agrifolia subsp. agrifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Grevillea agrifolia subsp. agrifolia,APC list (accepted)
Grevillea agrifolia subsp. agrifolia,low,NA,NA,fire_response,resprouts,Grevillea agrifolia subsp. agrifolia,APC list (accepted)
Grevillea banyabba,NA,NA,NA,fire_response,fire_killed,Grevillea banyabba,APC list (accepted)
Grevillea banyabba,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Grevillea banyabba,APC list (accepted)
Grevillea baueri subsp. asperula,NA,NA,NA,fire_response,fire_killed,Grevillea baueri subsp. asperula,APC list (accepted)
Grevillea baueri subsp. asperula,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Grevillea baueri subsp. asperula,APC list (accepted)
Grevillea calliantha,NA,NA,NA,fire_response,fire_killed,Grevillea calliantha,APC list (accepted)
Grevillea calliantha,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Grevillea calliantha,APC list (accepted)
Grevillea calliantha,low,NA,NA,fire_response,resprouts,Grevillea calliantha,APC list (accepted)
Grevillea crassifolia,NA,NA,NA,fire_response,unknown,Grevillea crassifolia,APC list (accepted)
Grevillea decurrens,NA,NA,NA,fire_response,resprouts,Grevillea decurrens,APC list (accepted)
Grevillea divaricata,NA,NA,NA,fire_response,unknown resprouts,Grevillea divaricata,APC list (accepted)
Grevillea endlicheriana,NA,NA,NA,fire_response,resprouts,Grevillea endlicheriana,APC list (accepted)
Grevillea floribunda subsp. tenella,NA,NA,NA,fire_response,resprouts fire_killed,Grevillea floribunda subsp. tenella,APC list (accepted)
Grevillea floribunda subsp. tenella,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Grevillea floribunda subsp. tenella,APC list (accepted)
Grevillea granulosa,NA,NA,NA,fire_response,unknown,Grevillea granulosa,APC list (accepted)
Grevillea infundibularis,NA,NA,NA,fire_response,unknown,Grevillea infundibularis,APC list (accepted)
Grevillea lavandulacea subsp. rogersii,NA,NA,NA,fire_response,unknown,Grevillea lavandulacea subsp. rogersii,APC list (accepted)
Grevillea longicuspis,NA,NA,NA,fire_response,resprouts,Grevillea longicuspis,APC list (accepted)
Grevillea muricata,NA,NA,NA,fire_response,unknown,Grevillea muricata,APC list (accepted)
Grevillea pteridifolia,NA,NA,NA,fire_response,fire_killed,Grevillea pteridifolia,APC list (accepted)
Grevillea pteridifolia,NA,NA,NA,fire_response,resprouts,Grevillea pteridifolia,APC list (accepted)
Gyrostemon australasicus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemon australasicus,APC list (accepted)
Gyrostemon brownii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemon brownii,APC list (accepted)
Gyrostemon racemiger,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemon racemiger,APC list (accepted)
Gyrostemon thesioides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemon thesioides,APC list (accepted)
Gyrostemon thesioides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemon thesioides,APC list (accepted)
Gyrostemonaceae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemonaceae,APNI names
Gyrostemonaceae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Gyrostemonaceae,APNI names
Hakea arborescens,NA,NA,NA,fire_response,resprouts,Hakea arborescens,APC list (accepted)
Hakea drupacea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hakea drupacea,APC list (accepted)
Hakea grammatophylla,NA,NA,NA,fire_response,resprouts,Hakea grammatophylla,APC list (accepted)
Hakea ilicifolia,NA,NA,NA,fire_response,resprouts,Hakea ilicifolia,APC list (accepted)
Hakea marginata,NA,NA,NA,fire_response,fire_killed,Hakea marginata,APC list (accepted)
Hakea marginata,NA,NA,NA,fire_response,resprouts,Hakea marginata,APC list (accepted)
Hakea nitida,NA,NA,NA,fire_response,fire_killed resprouts,Hakea nitida,APC list (accepted)
Hakea nitida,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hakea nitida,APC list (accepted)
Hakea teretifolia subsp. hirsuta,NA,NA,NA,fire_response,resprouts,Hakea teretifolia subsp. hirsuta,APC list (accepted)
Haloragis milesiae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Haloragis milesiae,APC list (accepted)
Hedera helix,NA,NA,NA,fire_response,fire_killed resprouts,Hedera helix,APC list (accepted)
Hesperantha falcata,NA,NA,NA,fire_response,resprouts,Hesperantha falcata,APC list (accepted)
Hibbertia,NA,NA,NA,fire_response,resprouts fire_killed,Hibbertia,APNI names
Hibbertia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia,APNI names
Hibbertia ambita,NA,NA,NA,fire_response,resprouts,Hibbertia ambita,APNI names
Hibbertia argentea,NA,NA,NA,fire_response,fire_killed,Hibbertia argentea,APC list (accepted)
Hibbertia argentea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia argentea,APC list (accepted)
Hibbertia barrettiae,NA,NA,NA,fire_response,fire_killed,Hibbertia barrettiae,APNI names
Hibbertia barrettiae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia barrettiae,APNI names
Hibbertia commutata,NA,NA,NA,fire_response,resprouts,Hibbertia commutata,APC list (accepted)
Hibbertia cuneiformis,NA,NA,NA,fire_response,fire_killed,Hibbertia cuneiformis,APC list (accepted)
Hibbertia cuneiformis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia cuneiformis,APC list (accepted)
Hibbertia davisii,NA,NA,NA,fire_response,fire_killed,Hibbertia davisii,APNI names
Hibbertia davisii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia davisii,APNI names
Hibbertia hortiorum,NA,NA,NA,fire_response,resprouts,Hibbertia hortiorum,APNI names
Hibbertia hypericoides,NA,NA,NA,fire_response,resprouts,Hibbertia hypericoides,APC list (accepted)
Hibbertia improna,NA,NA,NA,fire_response,fire_killed,Hibbertia improna,APNI names
Hibbertia improna,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia improna,APNI names
Hibbertia lasiopus,NA,NA,NA,fire_response,fire_killed,Hibbertia lasiopus,APC list (accepted)
Hibbertia lasiopus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia lasiopus,APC list (accepted)
Hibbertia lividula,NA,NA,NA,fire_response,resprouts,Hibbertia lividula,APC list (accepted)
Hibbertia miniata,NA,NA,NA,fire_response,resprouts,Hibbertia miniata,APC list (accepted)
Hibbertia mylnei,NA,NA,NA,fire_response,resprouts,Hibbertia mylnei,APC list (accepted)
Hibbertia ovata,NA,NA,NA,fire_response,fire_killed,Hibbertia ovata,APC list (accepted)
Hibbertia ovata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia ovata,APC list (accepted)
Hibbertia pilosa,NA,NA,NA,fire_response,fire_killed,Hibbertia pilosa,APC list (accepted)
Hibbertia pilosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia pilosa,APC list (accepted)
Hibbertia quadricolor,NA,NA,NA,fire_response,resprouts,Hibbertia quadricolor,APC list (accepted)
Hibbertia sandifordiae,NA,NA,NA,fire_response,fire_killed,Hibbertia sandifordiae,APNI names
Hibbertia semipilosa,NA,NA,NA,fire_response,fire_killed,Hibbertia semipilosa,APNI names
Hibbertia semipilosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia semipilosa,APNI names
Hibbertia serrata,NA,NA,NA,fire_response,fire_killed,Hibbertia serrata,APC list (accepted)
Hibbertia serrata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibbertia serrata,APC list (accepted)
Hibbertia spectabilis,NA,NA,NA,fire_response,resprouts,Hibbertia spectabilis,APNI names
Hibiscus diversifolius,high,NA,NA,fire_response,fire_killed,Hibiscus diversifolius,APC list (accepted)
Hibiscus diversifolius,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Hibiscus diversifolius,APC list (accepted)
Hibiscus diversifolius,low,NA,NA,fire_response,resprouts,Hibiscus diversifolius,APC list (accepted)
Hibiscus kirstyae,NA,NA,NA,fire_response,fire_killed,Hibiscus kirstyae,APC list (accepted)
Holcus lanatus,NA,NA,NA,fire_response,fire_killed resprouts,Holcus lanatus,APC list (accepted)
Holcus lanatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Holcus lanatus,APC list (accepted)
Hopkinsia adscendens,NA,NA,NA,fire_response,resprouts,Hopkinsia adscendens,APC list (accepted)
Hopkinsia anoectocolea,NA,NA,NA,fire_response,resprouts,Hopkinsia anoectocolea,APC list (accepted)
Hybanthus debilissimus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hybanthus debilissimus,APC list (accepted)
Hymenophyllum australe,NA,NA,NA,fire_response,fire_killed,Hymenophyllum australe,APC list (accepted)
Hyparrhenia hirta,NA,NA,NA,fire_response,resprouts,Hyparrhenia hirta,APC list (accepted)
Hypericum perforatum,NA,NA,NA,fire_response,resprouts,Hypericum perforatum,APC list (accepted)
Hypericum perforatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hypericum perforatum,APC list (accepted)
Hypochaeris glabra,NA,NA,NA,fire_response,fire_killed,Hypochaeris glabra,APC list (accepted)
Hypochaeris glabra,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hypochaeris glabra,APC list (accepted)
Hypochaeris radicata,NA,NA,NA,fire_response,resprouts,Hypochaeris radicata,APC list (accepted)
Hypolaena caespitosa,NA,NA,NA,fire_response,fire_killed,Hypolaena caespitosa,APC list (accepted)
Hypolaena caespitosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hypolaena caespitosa,APC list (accepted)
Hypolaena exsulca,NA,NA,NA,fire_response,resprouts,Hypolaena exsulca,APC list (accepted)
Hypolaena fastigiata,NA,NA,NA,fire_response,resprouts,Hypolaena fastigiata,APC list (accepted)
Hypolaena fastigiata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hypolaena fastigiata,APC list (accepted)
Hypolaena grandiuscula,NA,NA,NA,fire_response,resprouts,Hypolaena grandiuscula,APC list (accepted)
Hypolaena humilis,NA,NA,NA,fire_response,resprouts,Hypolaena humilis,APC list (accepted)
Hypolaena pubescens,NA,NA,NA,fire_response,resprouts,Hypolaena pubescens,APC list (accepted)
Hypolaena pubescens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Hypolaena pubescens,APC list (accepted)
Hypolaena robusta,NA,NA,NA,fire_response,resprouts,Hypolaena robusta,APC list (accepted)
Hypolaena viridis,NA,NA,NA,fire_response,resprouts,Hypolaena viridis,APC list (accepted)
Ipheion uniflorum,NA,NA,NA,fire_response,resprouts,Ipheion uniflorum,APC list (accepted)
Irenepharsus magicus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Irenepharsus magicus,APC list (accepted)
Irenepharsus trypherus,NA,NA,NA,fire_response,resprouts,Irenepharsus trypherus,APC list (accepted)
Isopogon ceratophyllus,NA,NA,NA,fire_response,resprouts,Isopogon ceratophyllus,APC list (accepted)
Isopogon ceratophyllus,NA,NA,NA,fire_response,resprouts,Isopogon ceratophyllus,APC list (accepted)
Ixia maculata,NA,NA,NA,fire_response,resprouts,Ixia maculata,APC list (accepted)
Ixia paniculata,NA,NA,NA,fire_response,resprouts,Ixia paniculata,APC list (accepted)
Ixia polystachya,NA,NA,NA,fire_response,resprouts,Ixia polystachya,APC list (accepted)
Juncus acutus,NA,NA,NA,fire_response,resprouts,Juncus acutus,APC list (accepted)
Kennedia rubicunda,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Kennedia rubicunda,APC list (accepted)
Lachenalia aloides,NA,NA,NA,fire_response,resprouts,Lachenalia aloides,APC list (accepted)
Lachenalia bulbifera,NA,NA,NA,fire_response,resprouts,Lachenalia bulbifera,APC list (accepted)
Lachenalia mutabilis,NA,NA,NA,fire_response,resprouts,Lachenalia mutabilis,APC list (accepted)
Lachenalia reflexa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lachenalia reflexa,APC list (accepted)
Lactuca serriola,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lactuca serriola,APC list (accepted)
Lantana camara,moderate_to_high,NA,NA,fire_response,fire_killed,Lantana camara,APC list (accepted)
Lantana camara,low,NA,NA,fire_response,resprouts,Lantana camara,APC list (accepted)
Lavandula stoechas,moderate_to_high,NA,NA,fire_response,fire_killed,Lavandula stoechas,APC list (accepted)
Lavandula stoechas,moderate_to_high,NA,NA,post_fire_recruitment,post_fire_recruitment,Lavandula stoechas,APC list (accepted)
Lavandula stoechas,low,NA,NA,fire_response,resprouts,Lavandula stoechas,APC list (accepted)
Lepidobolus basiflorus,NA,NA,NA,fire_response,fire_killed,Lepidobolus basiflorus,APC list (accepted)
Lepidobolus basiflorus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepidobolus basiflorus,APC list (accepted)
Lepidobolus chaetocephalus,NA,NA,NA,fire_response,fire_killed,Lepidobolus chaetocephalus,APC list (accepted)
Lepidobolus chaetocephalus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepidobolus chaetocephalus,APC list (accepted)
Lepidobolus densus,NA,NA,NA,fire_response,fire_killed,Lepidobolus densus,APC list (accepted)
Lepidobolus densus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepidobolus densus,APC list (accepted)
Lepidobolus drapetocoleus,NA,NA,NA,fire_response,resprouts,Lepidobolus drapetocoleus,APC list (accepted)
Lepidobolus eurardyensis,NA,NA,NA,fire_response,fire_killed,Lepidobolus eurardyensis,APC list (accepted)
Lepidobolus eurardyensis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepidobolus eurardyensis,APC list (accepted)
Lepidobolus preissianus,NA,NA,NA,fire_response,resprouts,Lepidobolus preissianus,APC list (accepted)
Lepidobolus preissianus subsp. preissianus,NA,NA,NA,fire_response,resprouts,Lepidobolus preissianus subsp. preissianus,APC list (accepted)
Lepidobolus preissianus subsp. volubilis,NA,NA,NA,fire_response,resprouts,Lepidobolus preissianus subsp. volubilis,APC list (accepted)
Lepidobolus quadratus,NA,NA,NA,fire_response,fire_killed,Lepidobolus quadratus,APC list (accepted)
Lepidobolus quadratus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepidobolus quadratus,APC list (accepted)
Lepidobolus spiralis,NA,NA,NA,fire_response,resprouts,Lepidobolus spiralis,APC list (accepted)
Leptocarpus canus,NA,NA,NA,fire_response,fire_killed,Leptocarpus canus,APC list (accepted)
Leptocarpus canus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus canus,APC list (accepted)
Leptocarpus coangustatus,NA,NA,NA,fire_response,resprouts,Leptocarpus coangustatus,APC list (accepted)
Leptocarpus crebriculmis,NA,NA,NA,fire_response,resprouts,Leptocarpus crebriculmis,APC list (accepted)
Leptocarpus decipiens,NA,NA,NA,fire_response,fire_killed,Leptocarpus decipiens,APC list (accepted)
Leptocarpus decipiens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus decipiens,APC list (accepted)
Leptocarpus denmarkicus,NA,NA,NA,fire_response,fire_killed,Leptocarpus denmarkicus,APC list (accepted)
Leptocarpus denmarkicus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus denmarkicus,APC list (accepted)
Leptocarpus depilatus,NA,NA,NA,fire_response,fire_killed,Leptocarpus depilatus,APC list (accepted)
Leptocarpus depilatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus depilatus,APC list (accepted)
Leptocarpus kraussii,NA,NA,NA,fire_response,resprouts,Leptocarpus kraussii,APC list (accepted)
Leptocarpus laxus,NA,NA,NA,fire_response,fire_killed,Leptocarpus laxus,APC list (accepted)
Leptocarpus laxus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus laxus,APC list (accepted)
Leptocarpus roycei,NA,NA,NA,fire_response,fire_killed,Leptocarpus roycei,APC list (accepted)
Leptocarpus roycei,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus roycei,APC list (accepted)
Leptocarpus scariosus,NA,NA,NA,fire_response,fire_killed,Leptocarpus scariosus,APC list (accepted)
Leptocarpus scariosus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus scariosus,APC list (accepted)
Leptocarpus scoparius,NA,NA,NA,fire_response,fire_killed,Leptocarpus scoparius,APC list (accepted)
Leptocarpus scoparius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus scoparius,APC list (accepted)
Leptocarpus tenax,NA,NA,NA,fire_response,resprouts,Leptocarpus tenax,APC list (accepted)
Leptocarpus tephrinus,NA,NA,NA,fire_response,resprouts,Leptocarpus tephrinus,APC list (accepted)
Leptocarpus thysananthus,NA,NA,NA,fire_response,resprouts,Leptocarpus thysananthus,APNI names
Leptocarpus trisepalus,NA,NA,NA,fire_response,fire_killed,Leptocarpus trisepalus,APNI names
Leptocarpus trisepalus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptocarpus trisepalus,APNI names
Leptorhynchos tenuifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptorhynchos tenuifolius,APC list (accepted)
Leptospermum laevigatum,NA,NA,NA,fire_response,fire_killed,Leptospermum laevigatum,APC list (accepted)
Leptospermum laevigatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptospermum laevigatum,APC list (accepted)
Lepyrodia anarthria,NA,NA,NA,fire_response,resprouts,Lepyrodia anarthria,APC list (accepted)
Lepyrodia cryptica,NA,NA,NA,fire_response,resprouts,Lepyrodia cryptica,APC list (accepted)
Lepyrodia curvescens,NA,NA,NA,fire_response,fire_killed,Lepyrodia curvescens,APC list (accepted)
Lepyrodia curvescens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia curvescens,APC list (accepted)
Lepyrodia drummondiana,NA,NA,NA,fire_response,resprouts,Lepyrodia drummondiana,APC list (accepted)
Lepyrodia extensa,NA,NA,NA,fire_response,fire_killed,Lepyrodia extensa,APC list (accepted)
Lepyrodia extensa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia extensa,APC list (accepted)
Lepyrodia flexuosa,NA,NA,NA,fire_response,resprouts,Lepyrodia flexuosa,APC list (accepted)
Lepyrodia fortunata,NA,NA,NA,fire_response,fire_killed,Lepyrodia fortunata,APC list (accepted)
